Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop,Crop_Yield_ton_per_acre
Clay,9.89,4044,Drip,185.43,Summer,302.39,39.92,8.57,Potato,5.922
Silty,13.49,1201,Rainfed,78.72,Rabi,624.9,35.72,7.96,Maize,3.016
Sandy,18.01,1954,Rainfed,78.21,Summer,741.87,21.96,5.56,Maize,3.331
Sandy,8.47,4286,Flood,121.55,Rabi,758.92,41.4,6.31,Potato,5.357
Peaty,19.27,2971,Rainfed,84.21,Rabi,1079.95,33.28,6.92,Wheat,2.767
Peaty,8.9,4760,Drip,183.87,Kharif,200.92,25.67,6.98,Wheat,3.131
Sandy,12.42,3544,Rainfed,88.01,Kharif,1446.84,12.39,7.38,Maize,4.094
Peaty,14.49,4383,Drip,108.28,Summer,426.83,35.58,6.89,Maize,2.734
Clay,19.06,3440,Drip,116.01,Rabi,523.22,23.14,7.59,Maize,3.113
Sandy,5.65,2320,Flood,160.77,Zaid,1377.32,20.6,8.54,Maize,4.581
Peaty,15.18,3302,Drip,121.5,Rabi,207.14,20.09,6.59,Maize,2.902
Sandy,10.9,4295,Rainfed,63.05,Kharif,1488.7,10.27,8.51,Tomato,6.232
Silty,6.1,2963,Rainfed,42.32,Zaid,246.74,35.99,5.88,Tomato,4.951
Loamy,15.76,3871,Rainfed,188.8,Rabi,356.71,15.09,5.49,Tomato,6.299
Sandy,11.49,835,Drip,164.28,Summer,512.14,28.22,5.96,Rice,3.73
Loamy,13.56,2424,Rainfed,24.13,Rabi,770.34,10.56,5.83,Tomato,5.559
Peaty,7.14,4360,Sprinkler,167.88,Zaid,873.99,31.98,8.94,Tomato,6.16
Loamy,10.14,3288,Sprinkler,126.31,Summer,336.13,22.93,6.52,Wheat,3.069
Sandy,12.73,4625,Rainfed,113.4,Zaid,295.78,32.08,7.61,Maize,3.231
Silty,8.69,4106,Drip,22.2,Kharif,241.42,13.15,7.78,Potato,4.507
Peaty,4.77,2040,Rainfed,160.56,Kharif,533.78,19.32,6.78,Wheat,3.346
Sandy,19.27,1074,Sprinkler,55.65,Rabi,1397.99,13.86,5.89,Rice,3.831
Peaty,10.72,720,Drip,151.04,Rabi,706.8,32.61,6.75,Wheat,3.488
Clay,14.94,2513,Rainfed,22.86,Kharif,1193.21,13.8,6.9,Potato,5.732
Loamy,8.81,3141,Drip,163.34,Zaid,447.24,31.6,8.82,Wheat,3.017
Clay,7.75,1253,Rainfed,24.15,Zaid,284.08,14.71,7.27,Wheat,1.561
Sandy,8.74,1520,Flood,62.46,Summer,920.56,43.02,8.88,Tomato,5.633
Silty,8.77,1988,Drip,68.29,Summer,1268.72,24.57,7.31,Rice,4.205
Peaty,11.34,2461,Sprinkler,48.35,Summer,1368.0,14.43,5.58,Tomato,6.664
Loamy,11.33,3983,Sprinkler,106.59,Kharif,910.07,11.46,6.54,Potato,5.491
Peaty,10.45,937,Sprinkler,71.06,Kharif,582.24,21.53,8.17,Rice,3.771
Sandy,3.56,978,Sprinkler,198.79,Kharif,342.37,41.2,6.69,Potato,5.96
Peaty,10.43,1282,Rainfed,124.39,Rabi,1068.17,15.03,5.4,Potato,6.2
Loamy,4.21,4667,Rainfed,121.97,Zaid,564.57,37.68,5.38,Wheat,2.58
Sandy,3.4,719,Drip,59.76,Kharif,1297.15,24.61,5.95,Wheat,3.802
Peaty,18.72,1527,Flood,93.56,Summer,986.66,38.1,7.26,Wheat,3.031
Silty,12.49,789,Flood,42.32,Summer,1316.54,40.6,8.32,Wheat,3.038
Sandy,13.53,879,Drip,157.26,Kharif,936.65,44.92,7.13,Rice,3.96
Sandy,8.63,4473,Sprinkler,79.61,Kharif,1203.27,12.39,7.98,Tomato,6.478
Silty,18.27,3351,Flood,155.35,Zaid,582.6,37.87,7.58,Rice,3.739
Clay,13.12,1878,Flood,86.91,Summer,853.98,12.44,7.1,Wheat,3.234
Loamy,15.61,2458,Drip,197.98,Zaid,225.23,21.02,5.86,Maize,3.318
Clay,8.0,2627,Sprinkler,50.8,Kharif,990.18,32.62,8.53,Potato,5.157
Peaty,19.24,565,Rainfed,20.27,Zaid,893.86,25.66,6.1,Wheat,3.607
Silty,16.59,2683,Rainfed,127.07,Rabi,1181.87,29.78,6.01,Wheat,3.604
Clay,17.23,4994,Flood,191.53,Kharif,1147.64,43.82,6.03,Potato,6.015
Sandy,4.27,4274,Rainfed,136.47,Summer,1015.9,38.65,5.38,Potato,5.561
Peaty,6.15,4942,Drip,35.43,Summer,273.69,22.73,6.99,Tomato,5.451
Peaty,6.43,4419,Flood,117.29,Zaid,1373.91,31.0,6.31,Rice,4.351
Clay,6.15,1277,Flood,183.71,Kharif,223.42,11.7,7.09,Potato,5.34
Clay,17.25,3066,Sprinkler,21.17,Summer,1244.25,25.85,6.81,Rice,4.283
Silty,1.61,2403,Rainfed,50.04,Zaid,823.15,31.29,7.08,Wheat,3.145
Loamy,2.45,3261,Sprinkler,166.62,Zaid,1263.39,35.02,6.19,Maize,3.791
Clay,6.2,4351,Flood,180.9,Kharif,804.59,41.55,8.26,Maize,4.2
Clay,4.8,578,Rainfed,147.29,Summer,1041.02,19.91,7.14,Tomato,6.221
Sandy,5.41,2081,Sprinkler,198.48,Summer,672.25,41.58,5.83,Tomato,6.298
Peaty,16.16,2662,Rainfed,36.24,Summer,1166.78,33.15,8.61,Tomato,5.966
Loamy,11.7,1485,Flood,118.22,Kharif,530.43,12.72,5.44,Maize,3.187
Sandy,1.11,1985,Flood,143.3,Kharif,1135.16,23.31,7.93,Potato,6.509
Silty,9.16,3120,Flood,146.48,Kharif,451.4,26.68,7.71,Potato,5.526
Silty,8.75,1464,Drip,162.83,Rabi,1138.82,22.34,5.29,Potato,6.715
Clay,3.16,3047,Sprinkler,185.17,Zaid,581.77,14.06,8.61,Wheat,3.349
Clay,13.85,1328,Sprinkler,85.1,Rabi,562.22,29.31,6.27,Rice,3.84
Silty,14.34,3673,Flood,27.73,Rabi,1254.94,14.61,7.96,Wheat,3.465
Clay,14.7,3173,Sprinkler,85.24,Summer,1257.8,42.03,6.11,Tomato,6.202
Loamy,14.84,2218,Flood,140.89,Summer,1098.82,40.28,7.1,Tomato,6.814
Clay,1.0,2932,Sprinkler,58.42,Zaid,1401.08,26.63,8.89,Potato,5.967
Peaty,19.12,1728,Rainfed,165.8,Zaid,403.05,12.37,7.44,Wheat,3.167
Clay,16.47,2910,Sprinkler,59.56,Kharif,550.12,29.33,6.19,Wheat,2.919
Sandy,18.18,4278,Flood,21.81,Summer,582.22,30.73,6.83,Potato,4.922
Loamy,1.3,2340,Sprinkler,111.45,Rabi,596.87,41.09,7.7,Rice,2.734
Sandy,18.74,997,Rainfed,150.76,Zaid,626.44,12.36,6.78,Rice,4.071
Sandy,16.39,1036,Rainfed,82.94,Zaid,1106.11,34.22,8.64,Wheat,3.462
Peaty,16.91,3805,Rainfed,154.8,Rabi,551.99,29.7,8.47,Wheat,3.238
Loamy,2.77,1664,Flood,98.91,Kharif,571.7,16.12,5.59,Rice,3.394
Loamy,15.04,2471,Drip,50.91,Summer,941.54,14.26,8.14,Maize,3.474
Loamy,19.24,4027,Flood,36.3,Summer,451.37,34.29,8.77,Maize,3.303
Loamy,13.89,799,Rainfed,147.91,Rabi,674.35,21.89,6.27,Tomato,6.623
Loamy,11.84,2886,Sprinkler,89.43,Kharif,275.32,45.0,5.95,Wheat,2.433
Peaty,18.97,4898,Rainfed,184.3,Rabi,1438.31,41.29,5.04,Rice,4.62
Clay,9.42,4463,Drip,117.25,Summer,612.5,29.8,5.46,Potato,5.712
Sandy,12.39,4671,Drip,82.72,Rabi,1305.05,32.46,8.84,Potato,5.768
Loamy,10.05,4359,Rainfed,82.82,Rabi,888.93,15.56,6.56,Maize,3.49
Clay,18.72,1413,Flood,43.66,Summer,496.68,41.29,6.55,Rice,2.496
Clay,2.45,4195,Drip,126.88,Summer,451.46,26.06,6.07,Maize,3.397
Sandy,10.52,1420,Rainfed,124.79,Summer,1103.45,28.25,5.66,Maize,3.721
Peaty,14.05,2023,Flood,164.0,Rabi,1454.33,40.56,7.04,Wheat,4.223
Silty,16.05,2249,Sprinkler,56.22,Rabi,437.99,10.22,7.89,Wheat,2.538
Silty,12.08,4117,Flood,72.34,Rabi,350.05,27.3,7.2,Rice,3.061
Clay,18.27,3200,Drip,37.5,Kharif,703.23,31.94,5.14,Tomato,5.449
Sandy,18.9,1505,Flood,73.16,Zaid,711.95,15.58,8.21,Wheat,3.332
Silty,2.22,2201,Flood,97.06,Kharif,1248.13,12.39,8.73,Tomato,6.455
Clay,8.65,3802,Sprinkler,193.53,Zaid,809.56,28.72,6.76,Maize,4.425
Peaty,1.45,1303,Rainfed,137.55,Summer,281.2,29.16,6.47,Maize,2.716
Silty,7.26,3866,Flood,160.92,Zaid,1396.87,21.56,5.92,Rice,4.557
Clay,11.2,3392,Sprinkler,78.59,Kharif,685.14,40.88,6.21,Rice,2.585
Clay,18.31,3998,Drip,46.01,Summer,1069.09,20.54,7.58,Maize,3.637
Loamy,17.08,3662,Rainfed,66.21,Zaid,1067.73,28.08,8.08,Tomato,6.589
Peaty,3.42,614,Drip,66.16,Zaid,273.24,16.54,6.33,Tomato,5.253
Loamy,2.77,3829,Rainfed,124.96,Zaid,204.69,10.39,6.36,Maize,2.541
Sandy,12.2,4968,Flood,81.46,Rabi,314.45,24.91,6.8,Potato,5.103
Loamy,11.11,2637,Flood,174.33,Summer,1443.49,28.44,5.68,Potato,6.674
Loamy,6.06,530,Rainfed,197.94,Rabi,1232.19,36.76,8.71,Tomato,6.819
Silty,18.09,2305,Drip,81.79,Summer,371.62,25.71,7.82,Potato,5.591
Clay,18.62,4069,Drip,146.91,Zaid,999.33,19.76,6.73,Wheat,3.488
Peaty,8.65,1936,Drip,138.35,Zaid,995.57,31.15,5.49,Rice,3.495
Loamy,17.92,3928,Flood,55.0,Kharif,200.73,23.34,8.4,Rice,2.866
Peaty,8.3,956,Rainfed,185.24,Zaid,757.78,18.17,6.93,Potato,5.894
Loamy,15.0,948,Rainfed,55.9,Rabi,1125.31,41.86,8.19,Maize,2.875
Sandy,10.04,567,Drip,152.65,Rabi,442.83,28.78,5.13,Wheat,3.187
Loamy,3.33,4589,Flood,82.57,Zaid,1306.17,17.02,6.09,Potato,5.482
Silty,18.63,2362,Rainfed,86.07,Rabi,1058.4,33.48,7.49,Maize,3.633
Clay,9.63,2302,Rainfed,101.98,Zaid,209.0,38.11,6.95,Maize,2.647
Sandy,14.96,3931,Drip,175.61,Kharif,1311.39,36.55,6.18,Tomato,6.789
Loamy,7.98,627,Drip,45.25,Kharif,225.22,30.98,5.8,Wheat,1.988
Peaty,1.36,4325,Rainfed,29.82,Zaid,1354.31,28.19,6.21,Wheat,3.001
Sandy,2.91,1767,Flood,92.37,Kharif,633.83,37.21,7.97,Tomato,6.116
Sandy,10.43,4510,Sprinkler,30.01,Zaid,1108.25,34.78,5.73,Maize,3.173
Loamy,14.11,1542,Rainfed,143.77,Rabi,1223.66,30.0,7.38,Maize,3.539
Sandy,7.36,4238,Rainfed,156.86,Zaid,565.65,33.02,6.69,Potato,5.686
Peaty,14.21,867,Flood,173.85,Summer,663.37,15.9,8.05,Rice,3.769
Sandy,14.27,3104,Rainfed,153.89,Summer,862.4,10.7,5.81,Tomato,6.77
Peaty,14.37,3140,Sprinkler,184.94,Zaid,957.5,42.59,6.08,Potato,5.907
Loamy,10.36,558,Flood,154.69,Zaid,579.65,42.73,6.59,Wheat,3.292
Clay,18.38,4756,Sprinkler,188.49,Zaid,1490.11,37.58,5.67,Wheat,4.115
Sandy,10.29,602,Sprinkler,54.76,Kharif,1158.11,23.03,6.84,Wheat,3.038
Clay,9.56,1285,Rainfed,109.98,Summer,556.4,15.28,6.66,Rice,3.553
Peaty,4.79,4778,Sprinkler,198.91,Zaid,1032.56,22.51,8.96,Tomato,7.343
Sandy,6.85,4445,Rainfed,142.68,Zaid,765.98,35.42,7.38,Rice,4.043
Silty,1.8,2946,Rainfed,178.16,Rabi,1318.43,21.73,5.28,Maize,4.438
Clay,13.04,1456,Flood,25.47,Rabi,627.64,37.86,6.84,Maize,2.997
Sandy,5.72,3202,Flood,176.92,Kharif,444.21,33.56,8.51,Wheat,3.209
Clay,6.78,936,Flood,145.59,Kharif,259.98,32.05,8.47,Tomato,5.872
Sandy,15.65,2865,Rainfed,50.74,Summer,1479.6,42.56,8.85,Potato,5.44
Loamy,7.22,996,Sprinkler,24.62,Summer,666.99,41.27,8.58,Maize,2.728
Clay,5.6,1866,Sprinkler,66.79,Zaid,486.67,34.91,5.71,Potato,5.575
Silty,4.21,3365,Flood,184.84,Summer,839.3,16.97,5.01,Potato,5.612
Silty,15.72,2351,Flood,140.26,Zaid,579.13,42.86,7.47,Maize,2.73
Peaty,3.46,1522,Rainfed,185.5,Kharif,502.77,17.95,7.81,Potato,5.691
Sandy,9.62,3630,Drip,100.31,Kharif,1001.3,23.04,5.52,Potato,5.557
Clay,10.63,3344,Drip,188.59,Kharif,297.3,38.94,5.67,Potato,5.667
Peaty,14.06,1989,Rainfed,103.33,Rabi,861.69,17.3,8.85,Rice,3.206
Clay,13.03,2834,Drip,56.77,Summer,703.66,32.35,8.78,Tomato,6.045
Sandy,16.4,4932,Drip,47.25,Kharif,892.29,26.02,5.63,Wheat,3.409
Silty,1.85,3889,Drip,198.89,Kharif,616.57,31.84,5.99,Rice,4.171
Loamy,6.63,702,Flood,80.1,Kharif,941.42,43.53,8.57,Potato,5.477
Silty,6.32,730,Sprinkler,48.81,Summer,306.36,38.29,6.74,Rice,2.945
Peaty,3.77,4134,Sprinkler,21.51,Summer,689.01,20.35,8.19,Rice,2.857
Loamy,6.49,3628,Flood,71.4,Rabi,508.75,12.0,6.58,Tomato,5.684
Peaty,6.89,3191,Flood,180.04,Rabi,769.52,43.85,7.95,Tomato,6.107
Sandy,10.92,3991,Flood,116.12,Rabi,717.84,30.48,6.59,Potato,5.956
Loamy,13.61,3462,Drip,133.84,Rabi,1020.54,16.06,8.6,Rice,4.224
Peaty,8.24,2827,Rainfed,186.03,Kharif,1017.39,31.95,6.3,Tomato,6.565
Sandy,14.67,3284,Rainfed,112.31,Zaid,737.37,11.48,7.09,Tomato,6.134
Silty,7.39,1303,Drip,170.89,Rabi,436.11,16.56,7.09,Rice,3.74
Sandy,6.52,4861,Drip,78.29,Zaid,956.49,32.14,7.6,Tomato,6.063
Clay,11.28,4223,Flood,195.88,Kharif,1456.47,24.09,6.23,Maize,4.624
Sandy,1.45,3401,Flood,34.19,Kharif,441.08,21.38,7.57,Tomato,5.693
Sandy,2.52,675,Sprinkler,150.47,Summer,289.78,32.94,5.56,Potato,5.246
Clay,8.94,1944,Flood,138.9,Zaid,543.93,40.32,8.57,Potato,5.166
Peaty,18.92,4503,Drip,54.5,Zaid,736.8,33.75,5.58,Wheat,2.903
Peaty,14.71,4032,Sprinkler,89.99,Kharif,598.04,26.22,8.36,Wheat,3.469
Sandy,2.67,4849,Flood,76.31,Summer,1285.12,33.06,7.77,Rice,3.96
Clay,17.08,2043,Sprinkler,37.01,Rabi,840.94,34.35,6.36,Potato,5.233
Clay,14.91,2654,Sprinkler,125.26,Rabi,519.97,37.13,6.31,Wheat,2.666
Silty,12.61,2605,Flood,198.86,Summer,1435.26,20.75,8.86,Rice,5.19
Peaty,16.59,3913,Rainfed,120.73,Summer,362.58,14.01,5.78,Wheat,3.009
Loamy,8.68,3861,Drip,118.15,Rabi,359.78,33.87,7.89,Tomato,5.729
Peaty,5.21,4679,Drip,27.26,Kharif,518.87,14.24,5.73,Maize,2.404
Peaty,10.73,1640,Sprinkler,45.06,Kharif,299.8,26.17,8.62,Wheat,2.263
Silty,11.43,2261,Rainfed,112.38,Summer,1177.15,18.07,7.97,Tomato,6.344
Loamy,11.23,2440,Rainfed,197.33,Kharif,606.65,21.62,8.73,Maize,3.578
Silty,11.74,2306,Flood,177.79,Kharif,1148.79,26.47,8.52,Wheat,3.84
Loamy,19.03,3673,Flood,81.24,Zaid,1191.56,41.37,7.2,Potato,5.549
Sandy,18.14,1156,Drip,117.74,Rabi,508.77,33.81,5.61,Maize,3.456
Loamy,17.64,3003,Flood,119.49,Summer,873.87,16.01,5.89,Tomato,6.767
Silty,16.23,1158,Flood,143.36,Rabi,875.47,40.78,5.81,Potato,5.45
Peaty,18.93,3338,Sprinkler,143.8,Zaid,1332.77,27.52,5.88,Tomato,6.83
Loamy,2.87,4736,Rainfed,162.16,Kharif,233.32,17.15,6.91,Wheat,2.603
Loamy,6.04,2953,Rainfed,24.49,Kharif,611.84,28.46,8.47,Tomato,5.761
Clay,10.41,1554,Flood,189.86,Zaid,1347.24,16.68,5.09,Rice,4.528
Peaty,17.08,3541,Flood,32.61,Rabi,507.84,22.86,5.95,Tomato,5.319
Sandy,10.6,4503,Flood,105.71,Zaid,377.94,38.19,7.39,Tomato,6.138
Silty,15.21,2838,Drip,185.52,Kharif,948.98,33.05,8.46,Potato,6.362
Sandy,3.64,610,Drip,107.78,Kharif,597.64,26.73,6.19,Tomato,5.808
Peaty,5.8,2218,Sprinkler,31.45,Rabi,807.48,17.93,6.53,Maize,3.475
Loamy,14.9,4791,Drip,61.26,Kharif,1266.02,19.88,6.49,Tomato,6.126
Loamy,4.13,625,Rainfed,124.16,Rabi,876.91,44.24,6.17,Wheat,3.297
Peaty,7.68,761,Drip,35.82,Summer,870.66,22.0,7.8,Rice,4.215
Loamy,6.03,3434,Rainfed,96.26,Kharif,561.64,31.56,7.62,Rice,3.372
Loamy,7.65,2702,Drip,79.24,Kharif,1230.73,27.49,8.37,Tomato,6.491
Loamy,14.46,2104,Drip,166.74,Rabi,1161.76,10.81,8.67,Rice,4.262
Silty,7.99,4703,Sprinkler,39.82,Summer,504.36,43.06,8.6,Potato,5.51
Silty,11.55,2582,Flood,142.9,Kharif,616.01,13.08,7.16,Rice,4.035
Clay,2.9,4442,Flood,93.19,Kharif,1225.22,33.05,5.74,Wheat,3.397
Sandy,16.3,1154,Flood,125.8,Summer,665.03,38.39,5.89,Tomato,6.118
Peaty,8.03,2963,Sprinkler,57.0,Kharif,724.63,36.21,7.36,Rice,3.562
Peaty,13.32,784,Rainfed,129.75,Rabi,673.74,38.32,8.67,Wheat,2.927
Peaty,14.78,3065,Drip,141.32,Summer,410.12,35.89,7.12,Rice,3.059
Clay,4.98,4301,Sprinkler,32.64,Summer,643.17,25.6,8.74,Wheat,3.12
Silty,17.81,526,Rainfed,168.38,Zaid,1243.82,41.37,6.05,Tomato,6.911
Clay,12.71,2774,Sprinkler,175.03,Kharif,838.4,41.94,5.35,Wheat,3.47
Peaty,9.15,4367,Sprinkler,31.44,Summer,795.68,25.29,8.19,Rice,3.779
Sandy,4.46,4472,Rainfed,128.57,Summer,403.26,26.97,8.52,Wheat,2.663
Loamy,18.9,2091,Flood,126.92,Summer,430.84,27.0,6.79,Tomato,5.956
Silty,15.35,3881,Drip,22.24,Zaid,255.84,19.76,5.41,Wheat,3.054
Silty,4.95,1628,Flood,81.62,Kharif,218.14,14.02,5.17,Potato,5.077
Clay,7.42,4613,Sprinkler,194.41,Summer,834.42,19.17,5.25,Rice,4.378
Silty,16.38,2636,Rainfed,119.98,Kharif,732.0,39.54,6.76,Wheat,3.073
Peaty,14.22,656,Sprinkler,187.98,Summer,557.99,29.01,5.94,Potato,5.365
Peaty,15.55,1789,Flood,141.62,Rabi,1487.06,39.76,6.85,Potato,6.155
Clay,9.38,2681,Flood,25.11,Summer,717.4,36.08,6.95,Maize,3.095
Peaty,14.61,3011,Flood,33.99,Summer,1225.5,22.2,6.83,Wheat,3.177
Sandy,8.34,2271,Drip,149.99,Zaid,473.71,16.49,7.48,Maize,3.202
Clay,5.01,1655,Flood,119.82,Summer,521.15,29.85,7.72,Potato,5.611
Sandy,13.02,3288,Drip,42.89,Rabi,938.91,42.75,6.58,Tomato,5.505
Loamy,19.54,3476,Drip,130.53,Summer,205.24,39.38,6.35,Wheat,2.186
Sandy,6.9,3999,Flood,165.85,Rabi,222.65,36.73,6.47,Maize,3.014
Loamy,9.76,3413,Rainfed,155.54,Rabi,384.88,36.75,5.28,Rice,3.316
Loamy,13.81,703,Sprinkler,64.31,Rabi,490.06,28.47,6.29,Tomato,5.811
Sandy,11.29,2322,Sprinkler,66.48,Zaid,886.2,15.93,5.8,Maize,2.808
Clay,17.03,1859,Drip,194.21,Kharif,1092.1,19.99,6.16,Wheat,3.803
Peaty,15.47,3044,Drip,179.73,Kharif,605.44,30.23,7.86,Rice,4.106
Peaty,2.11,941,Drip,77.3,Rabi,510.79,21.07,8.95,Tomato,6.702
Loamy,19.97,1815,Sprinkler,168.33,Zaid,1269.65,37.35,8.69,Potato,6.4
Loamy,15.3,4537,Drip,49.11,Zaid,411.61,23.06,8.29,Maize,3.02
Clay,17.41,1648,Rainfed,55.43,Kharif,1081.82,13.99,7.95,Tomato,6.285
Silty,13.37,1698,Rainfed,52.62,Rabi,1410.73,37.39,8.78,Potato,6.014
Sandy,17.27,3416,Drip,35.79,Kharif,501.87,34.43,8.01,Wheat,2.697
Loamy,3.14,4385,Sprinkler,173.84,Kharif,313.05,18.86,6.88,Wheat,2.772
Peaty,7.61,4675,Flood,124.19,Zaid,1473.69,44.34,7.41,Potato,6.101
Clay,17.65,3359,Sprinkler,66.61,Zaid,552.01,24.11,6.22,Tomato,5.942
Sandy,4.83,3462,Flood,172.76,Summer,558.36,33.82,5.01,Maize,3.156
Clay,2.49,1867,Flood,164.48,Zaid,828.9,41.87,6.41,Wheat,3.444
Sandy,15.97,3409,Drip,38.17,Zaid,500.37,15.46,6.62,Wheat,1.925
Sandy,16.87,2716,Rainfed,135.95,Kharif,1490.73,40.77,7.93,Tomato,7.099
Loamy,4.09,3905,Drip,149.93,Zaid,255.86,34.64,8.44,Wheat,2.768
Clay,17.23,3559,Flood,148.85,Zaid,786.92,15.86,8.85,Rice,4.057
Clay,14.05,2783,Drip,150.17,Kharif,912.85,33.26,6.41,Potato,6.298
Peaty,10.88,4994,Flood,50.5,Zaid,807.04,40.61,8.83,Maize,3.37
Peaty,16.77,1320,Drip,76.72,Zaid,876.68,37.97,8.2,Tomato,6.081
Loamy,8.97,3560,Rainfed,171.95,Summer,1483.85,36.62,5.12,Rice,4.091
Loamy,4.69,3024,Rainfed,181.71,Rabi,1339.97,15.65,7.38,Wheat,3.533
Silty,6.41,3132,Sprinkler,70.25,Summer,600.98,16.67,6.46,Wheat,2.406
Peaty,10.6,3162,Flood,24.14,Zaid,916.92,29.17,5.14,Rice,3.67
Sandy,11.1,3325,Flood,174.76,Kharif,200.4,30.31,7.13,Wheat,2.545
Clay,16.31,4953,Drip,87.88,Kharif,732.44,43.03,7.34,Potato,5.241
Loamy,16.04,3629,Sprinkler,79.3,Rabi,413.04,26.4,6.01,Wheat,2.655
Clay,12.05,4514,Rainfed,82.46,Kharif,1124.77,20.59,8.76,Maize,3.757
Clay,15.83,4988,Drip,94.83,Zaid,487.42,16.68,7.44,Potato,5.51
Silty,4.64,2166,Sprinkler,88.09,Summer,1173.56,11.9,5.7,Tomato,6.38
Peaty,1.95,3900,Rainfed,121.96,Rabi,607.11,12.4,7.89,Potato,5.705
Loamy,17.6,4082,Drip,34.21,Summer,1403.58,30.1,7.0,Tomato,6.142
Clay,2.44,2700,Rainfed,194.88,Kharif,779.04,16.17,6.89,Tomato,6.883
Loamy,5.69,1392,Flood,188.56,Zaid,1291.37,39.81,8.34,Potato,6.477
Sandy,14.21,4450,Sprinkler,188.19,Rabi,1016.62,30.88,5.55,Maize,4.268
Silty,8.78,1483,Rainfed,178.27,Kharif,1470.62,40.27,6.96,Wheat,3.901
Sandy,17.65,1082,Sprinkler,138.86,Kharif,1165.54,24.96,8.12,Potato,5.744
Loamy,6.66,4615,Drip,59.8,Summer,1146.01,30.85,7.64,Tomato,6.528
Loamy,1.23,3140,Sprinkler,28.91,Kharif,544.33,28.39,5.02,Potato,5.078
Peaty,6.71,2473,Drip,37.88,Summer,856.32,44.53,8.15,Tomato,6.016
Clay,11.98,3917,Sprinkler,78.32,Kharif,577.15,37.89,8.78,Tomato,5.838
Clay,8.14,4614,Drip,110.7,Summer,225.08,30.84,7.82,Rice,4.047
Sandy,11.16,2915,Drip,198.79,Summer,1123.76,31.23,8.5,Maize,4.574
Silty,17.66,1388,Drip,98.38,Zaid,506.59,18.71,6.44,Maize,2.998
Clay,18.34,2383,Rainfed,114.44,Rabi,716.52,35.72,6.4,Tomato,5.599
Peaty,6.05,4322,Flood,145.13,Rabi,570.03,44.4,6.28,Tomato,5.646
Sandy,9.78,646,Sprinkler,52.53,Zaid,459.53,14.53,7.94,Wheat,2.232
Sandy,11.43,2216,Flood,187.91,Kharif,287.26,32.3,8.77,Tomato,5.925
Peaty,19.03,2977,Flood,115.23,Kharif,639.26,28.13,8.54,Tomato,6.115
Silty,19.97,1963,Flood,69.73,Rabi,306.27,39.76,5.6,Maize,2.655
Peaty,5.47,2745,Flood,188.32,Summer,902.41,10.0,7.5,Tomato,6.956
Silty,14.81,1810,Sprinkler,132.58,Summer,225.51,14.78,8.98,Wheat,2.423
Peaty,8.18,868,Sprinkler,107.06,Rabi,1422.03,11.3,6.18,Rice,3.767
Peaty,1.15,1763,Flood,124.43,Rabi,1456.42,15.7,7.54,Rice,4.642
Loamy,1.18,3349,Sprinkler,154.69,Zaid,596.05,34.78,8.63,Wheat,3.574
Sandy,9.75,3247,Sprinkler,47.82,Kharif,538.25,14.89,8.6,Tomato,5.428
Peaty,10.28,3065,Drip,175.67,Summer,335.73,31.78,6.29,Wheat,3.391
Peaty,1.43,2318,Sprinkler,192.71,Zaid,1376.39,40.39,5.38,Rice,4.763
Clay,14.05,2387,Rainfed,122.06,Rabi,962.92,11.21,7.58,Maize,2.985
Sandy,6.59,4283,Flood,142.81,Zaid,993.16,10.94,8.79,Tomato,6.235
Clay,11.64,559,Sprinkler,174.77,Zaid,1364.61,44.64,7.03,Tomato,6.703
Sandy,6.72,1044,Flood,87.47,Summer,1384.02,33.56,6.83,Potato,6.747
Clay,4.18,3564,Sprinkler,198.71,Zaid,1276.84,14.92,8.46,Tomato,7.221
Peaty,8.74,1730,Flood,142.49,Summer,1205.47,20.73,6.7,Potato,6.181
Peaty,5.41,1058,Rainfed,96.32,Rabi,1340.41,44.48,7.72,Potato,5.723
Loamy,11.16,2012,Sprinkler,141.92,Summer,1338.76,17.95,6.55,Maize,3.636
Clay,4.78,1169,Sprinkler,113.9,Kharif,679.24,36.35,6.51,Potato,5.842
Silty,10.66,757,Rainfed,40.1,Rabi,1465.41,18.44,5.75,Potato,6.153
Loamy,3.99,1570,Sprinkler,163.26,Summer,1121.87,23.95,5.35,Potato,6.603
Clay,13.75,1550,Flood,121.59,Rabi,681.27,40.82,8.54,Potato,5.087
Clay,15.32,4538,Rainfed,163.25,Zaid,774.66,11.0,5.72,Potato,6.032
Loamy,3.1,4522,Drip,47.88,Rabi,1093.27,20.75,5.25,Wheat,3.176
Peaty,9.89,644,Flood,116.9,Summer,669.43,27.05,7.33,Potato,5.495
Clay,2.35,3134,Sprinkler,157.99,Zaid,1274.53,31.89,7.18,Wheat,4.081
Peaty,12.37,3069,Flood,197.89,Kharif,392.48,10.99,7.27,Wheat,2.742
Loamy,6.02,1300,Rainfed,179.19,Rabi,1379.87,24.37,6.87,Wheat,4.317
Peaty,11.02,1985,Sprinkler,175.58,Summer,591.56,22.05,5.57,Tomato,6.331
Sandy,10.83,4248,Sprinkler,64.54,Rabi,398.53,10.94,5.08,Wheat,2.762
Silty,18.56,2929,Rainfed,170.84,Rabi,1315.43,22.44,5.19,Tomato,7.386
